"from","to","relationship","rel2"
"KJH(96)","KMS(99)",0,0
"KJH(96)","KSH(99)",0,0
"KJH(96)","KSJ(94)",0,0
"KJH(96)","LGC(94)",0,0
"KJH(96)","LGS(99)",0,0
"KJH(96)","LJH(94)",0,0
"KJH(96)","PJY(95)",0,0
"KJH(96)","PKT(95)",0,0
"KJH(96)","RSW(96)",0,0
"KJH(96)","RSW(98)",0,0
"KJH(96)","SHS(98)",0,0
"KJH(96)","SJE(99)",0,0
"KJH(96)","SJY(98)",0,0
"KJH(96)","SSH(96)",0,0
"KJH(96)","SYS(99)",0,0
"KJH(96)","UDH(95)",0,0
"KJH(96)","YHW(98)",1,1
"KJH(96)","YJE(97)",0,0
"KJH(96)","YJW(99)",2,1
"KJH(96)","YSH(99)",0,0
"KJH(96)","YSHH(99)",0,0
"KJH(96)","KES(94)",0,0
"KJH(96)","KSY(98)",0,0
"KJH(96)","KSH(98)",0,0
"KJH(96)","KYH(94)",0,0
"KJH(96)","KYS(99)",0,0
"KJH(96)","KKH(99)",0,0
"KJH(96)","KKH(95)",0,0
"KJH(96)","KKB(93)",0,0
"KJH(96)","KDY(98)",0,0
"KJH(96)","KDH(97)",0,0
"KJH(96)","KDG(99)",0,0
"KJH(96)","KMG(94)",0,0
"KJH(96)","KMT(99)",0,0
"KJH(96)","KSJ(99)",0,0
"KJH(96)","KSY(98)",0,0
"KJH(96)","KSY(96)",0,0
"KJH(96)","KSJ(93)",0,0
"KJH(96)","KSH(99)",0,0
"KJH(96)","KYB(99)",0,0
"KJH(96)","KJH(98)",0,0
"KJH(96)","KJB(93)",0,0
"KJH(96)","KJS(92)",0,0
"KJH(96)","KJH(98)",0,0
"KJH(96)","KJSS(92)",0,0
"KJH(96)","KPU(98)",0,0
"KJH(96)","KHN(94)",0,0
"KJH(96)","KHJ(94)",0,0
"KJH(96)","NMR(97)",0,0
"KJH(96)","NSJ(99)",0,0
"KJH(96)","MJU(99)",0,0
"KJH(96)","MSJ(93)",0,0
"KJH(96)","PSU(93)",0,0
"KJH(96)","PSJ(95)",0,0
"KJH(96)","PSO(94)",0,0
"KJH(96)","PYJ(97)",0,0
"KJH(96)","POG(93)",0,0
"KJH(96)","PEB(95)",0,0
"KJH(96)","PJM(94)",0,0
"KJH(96)","PHY(99)",0,0
"KJH(96)","PHJ(99)",0,0
"KJH(96)","BYJ(99)",0,0
"KJH(96)","BOG(98)",0,0
"KJH(96)","SSM(98)",0,0
"KJH(96)","SHS(99)",0,0
"KJH(96)","SDS(92)",0,0
"KJH(96)","SSY(97)",0,0
"KJH(96)","SJEE(99)",0,0
"KJH(96)","SH(96)",0,0
"KJH(96)","SYJ(97)",0,0
"KJH(96)","AMJ(99)",0,0
"KJH(96)","ASH(99)",0,0
"KJH(96)","OSJ(98)",0,0
"KJH(96)","OSH(99)",0,0
"KJH(96)","OSM(98)",0,0
"KJH(96)","OJY(98)",0,0
"KJH(96)","OSJ(97)",0,0
"KJH(96)","YMS(99)",0,0
"KJH(96)","YYH(93)",0,0
"KJH(96)","YHJ(96)",0,0
"KJH(96)","YSH(99)",0,0
"KJH(96)","YAR(97)",0,0
"KJH(96)","LKC(93)",0,0
"KJH(96)","LDY(99)",0,0
"KJH(96)","LDJ(93)",0,0
"KJH(96)","LSH(99)",0,0
"KJH(96)","LSJ(94)",0,0
"KJH(96)","LYJ(98)",0,0
"KJH(96)","LWH(98)",0,0
"KJH(96)","LYS(97)",0,0
"KJH(96)","LIH(94)",0,0
"KJH(96)","LJH(97)",0,0
"KJH(96)","LJM(98)",0,0
"KJH(96)","LJY(97)",0,0
"KJH(96)","LJA(00)",0,0
"KJH(96)","LCH(95)",0,0
"KJH(96)","LHW(92)",0,0
"KJH(96)","LHH(93)",0,0
"KJH(96)","JMK(98)",0,0
"KJH(96)","JSH(94)",0,0
"KJH(96)","JJH(92)",0,0
"KJH(96)","JYW(94)",0,0
"KJH(96)","JYK(93)",0,0
"KJH(96)","JYL(98)",0,0
"KJH(96)","JJY(92)",0,0
"KJH(96)","JJK(98)",0,0
"KJH(96)","JMY(98)",0,0
"KJH(96)","JYN(96)",0,0
"KJH(96)","JYW(92)",0,0
"KJH(96)","JSM(98)",0,0
"KJH(96)","CNG(99)",0,0
"KJH(96)","CSB(98)",0,0
"KJH(96)","CJI(94)",0,0
"KJH(96)","HEG(97)",0,0
"KJSS(92)","BHJ(99)",0,0
"KJSS(92)","CSH(93)",0,0
"KJSS(92)","EDH(95)",0,0
"KJSS(92)","HHM(95)",0,0
"KJSS(92)","HWM(95)",0,0
"KJSS(92)","JCG(98)",0,0
"KJSS(92)","JDH(94)",0,0
"KJSS(92)","JEJ(95)",0,0
"KJSS(92)","JHJ(99)",0,0
"KJSS(92)","JYG(96)",0,0
"KJSS(92)","JYJ(94)",0,0
"KJSS(92)","JYJ(95)",0,0
"KJSS(92)","KDK(99)",0,0
"KJSS(92)","KGP(94)",0,0
"KJSS(92)","KHJ(98)",0,0
"KJSS(92)","KHS(98)",0,0
"KJSS(92)","KJH(96)",0,0
"KJSS(92)","KJH(99)",0,0
"KJSS(92)","KMS(99)",0,0
"KJSS(92)","KSH(99)",0,0
"KJSS(92)","KSJ(94)",0,0
"KJSS(92)","LGC(94)",0,0
"KJSS(92)","LGS(99)",0,0
"KJSS(92)","LJH(94)",0,0
"KJSS(92)","PJY(95)",0,0
"KJSS(92)","PKT(95)",0,0
"KJSS(92)","RSW(96)",0,0
"KJSS(92)","RSW(98)",0,0
"KJSS(92)","SHS(98)",0,0
"KJSS(92)","SJE(99)",0,0
"KJSS(92)","SJY(98)",0,0
"KJSS(92)","SSH(96)",0,0
"KJSS(92)","SYS(99)",0,0
"KJSS(92)","UDH(95)",0,0
"KJSS(92)","YHW(98)",0,0
"KJSS(92)","YJE(97)",0,0
"KJSS(92)","YJW(99)",0,0
"KJSS(92)","YSH(99)",0,0
"KJSS(92)","YSHH(99)",0,0
"KJSS(92)","KES(94)",0,0
"KJSS(92)","KSY(98)",0,0
"KJSS(92)","KSH(98)",0,0
"KJSS(92)","KYH(94)",0,0
"KJSS(92)","KYS(99)",0,0
"KJSS(92)","KKH(99)",0,0
"KJSS(92)","KKH(95)",0,0
"KJSS(92)","KKB(93)",2,1
"KJSS(92)","KDY(98)",0,0
"KJSS(92)","KDH(97)",0,0
"KJSS(92)","KDG(99)",0,0
"KJSS(92)","KMG(94)",0,0
"KJSS(92)","KMT(99)",0,0
"KJSS(92)","KSJ(99)",0,0
"KJSS(92)","KSY(98)",0,0
"KJSS(92)","KSY(96)",0,0
"KJSS(92)","KSJ(93)",0,0
"KJSS(92)","KSH(99)",0,0
"KJSS(92)","KYB(99)",0,0
"KJSS(92)","KJH(98)",0,0
"KJSS(92)","KJB(93)",0,0
"KJSS(92)","KJS(92)",0,0
"KJSS(92)","KJH(98)",0,0
"KJSS(92)","KJSS(92)",0,0
"KJSS(92)","KPU(98)",0,0
"KJSS(92)","KHN(94)",0,0
"KJSS(92)","KHJ(94)",0,0
"KJSS(92)","NMR(97)",0,0
"KJSS(92)","NSJ(99)",0,0
"KJSS(92)","MJU(99)",0,0
"KJSS(92)","MSJ(93)",0,0
"KJSS(92)","PSU(93)",0,0
"KJSS(92)","PSJ(95)",0,0
"KJSS(92)","PSO(94)",0,0
"KJSS(92)","PYJ(97)",0,0
"KJSS(92)","POG(93)",0,0
"KJSS(92)","PEB(95)",0,0
"KJSS(92)","PJM(94)",0,0
"KJSS(92)","PHY(99)",0,0
"KJSS(92)","PHJ(99)",0,0
"KJSS(92)","BYJ(99)",0,0
"KJSS(92)","BOG(98)",0,0
"KJSS(92)","SSM(98)",0,0
"KJSS(92)","SHS(99)",0,0
"KJSS(92)","SDS(92)",0,0
"KJSS(92)","SSY(97)",0,0
"KJSS(92)","SJEE(99)",0,0
"KJSS(92)","SH(96)",0,0
"KJSS(92)","SYJ(97)",0,0
"KJSS(92)","AMJ(99)",0,0
"KJSS(92)","ASH(99)",0,0
"KJSS(92)","OSJ(98)",0,0
"KJSS(92)","OSH(99)",0,0
"KJSS(92)","OSM(98)",0,0
"KJSS(92)","OJY(98)",0,0
"KJSS(92)","OSJ(97)",0,0
"KJSS(92)","YMS(99)",0,0
"KJSS(92)","YYH(93)",0,0
"KJSS(92)","YHJ(96)",0,0
"KJSS(92)","YSH(99)",0,0
"KJSS(92)","YAR(97)",0,0
"KJSS(92)","LKC(93)",0,0
"KJSS(92)","LDY(99)",0,0
"KJSS(92)","LDJ(93)",0,0
"KJSS(92)","LSH(99)",0,0
"KJSS(92)","LSJ(94)",0,0
"KJSS(92)","LYJ(98)",0,0
"KJSS(92)","LWH(98)",0,0
"KJSS(92)","LYS(97)",0,0
"KJSS(92)","LIH(94)",0,0
"KJSS(92)","LJH(97)",0,0
"KJSS(92)","LJM(98)",0,0
"KJSS(92)","LJY(97)",0,0
"KJSS(92)","LJA(00)",0,0
"KJSS(92)","LCH(95)",1,1
"KJSS(92)","LHW(92)",0,0
"KJSS(92)","LHH(93)",0,0
"KJSS(92)","JMK(98)",0,0
"KJSS(92)","JSH(94)",0,0
"KJSS(92)","JJH(92)",0,0
"KJSS(92)","JYW(94)",0,0
"KJSS(92)","JYK(93)",0,0
"KJSS(92)","JYL(98)",0,0
"KJSS(92)","JJY(92)",0,0
"KJSS(92)","JJK(98)",0,0
"KJSS(92)","JMY(98)",0,0
"KJSS(92)","JYN(96)",0,0
"KJSS(92)","JYW(92)",0,0
"KJSS(92)","JSM(98)",0,0
"KJSS(92)","CNG(99)",0,0
"KJSS(92)","CSB(98)",0,0
"KJSS(92)","CJI(94)",2,1
"KJSS(92)","HEG(97)",0,0
"KKH(99)","BHJ(99)",0,0
"KKH(99)","CSH(93)",0,0
"KKH(99)","EDH(95)",0,0
"KKH(99)","HHM(95)",0,0
"KKH(99)","HWM(95)",0,0
"KKH(99)","JCG(98)",0,0
"KKH(99)","JDH(94)",0,0
"KKH(99)","JEJ(95)",0,0
"KKH(99)","JHJ(99)",0,0
"KKH(99)","JYG(96)",0,0
"KKH(99)","JYJ(94)",0,0
"KKH(99)","JYJ(95)",0,0
"KKH(99)","KDK(99)",0,0
"KKH(99)","KGP(94)",0,0
"KKH(99)","KHJ(98)",0,0
"KKH(99)","KHS(98)",0,0
"KKH(99)","KJH(96)",0,0
"KKH(99)","KJH(99)",0,0
"KKH(99)","KMS(99)",0,0
"KKH(99)","KSH(99)",0,0
"KKH(99)","KSJ(94)",0,0
"KKH(99)","LGC(94)",0,0
"KKH(99)","LGS(99)",0,0
"KKH(99)","LJH(94)",0,0
"KKH(99)","PJY(95)",0,0
"KKH(99)","PKT(95)",0,0
"KKH(99)","RSW(96)",0,0
"KKH(99)","RSW(98)",0,0
"KKH(99)","SHS(98)",0,0
"KKH(99)","SJE(99)",0,0
"KKH(99)","SJY(98)",0,0
"KKH(99)","SSH(96)",0,0
"KKH(99)","SYS(99)",0,0
"KKH(99)","UDH(95)",0,0
"KKH(99)","YHW(98)",0,0
"KKH(99)","YJE(97)",0,0
"KKH(99)","YJW(99)",0,0
"KKH(99)","YSH(99)",0,0
"KKH(99)","YSHH(99)",0,0
"KKH(99)","KES(94)",0,0
"KKH(99)","KSY(98)",0,0
"KKH(99)","KSH(98)",0,0
"KKH(99)","KYH(94)",0,0
"KKH(99)","KYS(99)",0,0
"KKH(99)","KKH(99)",0,0
"KKH(99)","KKH(95)",0,0
"KKH(99)","KKB(93)",0,0
"KKH(99)","KDY(98)",0,0
"KKH(99)","KDH(97)",0,0
"KKH(99)","KDG(99)",0,0
"KKH(99)","KMG(94)",0,0
"KKH(99)","KMT(99)",1,1
"KKH(99)","KSJ(99)",0,0
"KKH(99)","KSY(98)",0,0
"KKH(99)","KSY(96)",0,0
"KKH(99)","KSJ(93)",0,0
"KKH(99)","KSH(99)",0,0
"KKH(99)","KYB(99)",0,0
"KKH(99)","KJH(98)",0,0
"KKH(99)","KJB(93)",0,0
"KKH(99)","KJS(92)",0,0
"KKH(99)","KJH(98)",0,0
"KKH(99)","KJSS(92)",0,0
"KKH(99)","KPU(98)",0,0
"KKH(99)","KHN(94)",0,0
"KKH(99)","KHJ(94)",0,0
"KKH(99)","NMR(97)",0,0
"KKH(99)","NSJ(99)",1,1
"KKH(99)","MJU(99)",0,0
"KKH(99)","MSJ(93)",0,0
"KKH(99)","PSU(93)",0,0
"KKH(99)","PSJ(95)",0,0
"KKH(99)","PSO(94)",0,0
"KKH(99)","PYJ(97)",0,0
"KKH(99)","POG(93)",0,0
"KKH(99)","PEB(95)",0,0
"KKH(99)","PJM(94)",0,0
"KKH(99)","PHY(99)",0,0
"KKH(99)","PHJ(99)",0,0
"KKH(99)","BYJ(99)",0,0
"KKH(99)","BOG(98)",0,0
"KKH(99)","SSM(98)",0,0
"KKH(99)","SHS(99)",0,0
"KKH(99)","SDS(92)",0,0
"KKH(99)","SSY(97)",0,0
"KKH(99)","SJEE(99)",0,0
"KKH(99)","SH(96)",0,0
"KKH(99)","SYJ(97)",0,0
"KKH(99)","AMJ(99)",1,1
"KKH(99)","ASH(99)",0,0
"KKH(99)","OSJ(98)",0,0
"KKH(99)","OSH(99)",0,0
"KKH(99)","OSM(98)",0,0
"KKH(99)","OJY(98)",0,0
"KKH(99)","OSJ(97)",0,0
"KKH(99)","YMS(99)",0,0
"KKH(99)","YYH(93)",0,0
"KKH(99)","YHJ(96)",0,0
"KKH(99)","YSH(99)",0,0
"KKH(99)","YAR(97)",0,0
"KKH(99)","LKC(93)",0,0
"KKH(99)","LDY(99)",0,0
"KKH(99)","LDJ(93)",0,0
"KKH(99)","LSH(99)",1,1
"KKH(99)","LSJ(94)",0,0
"KKH(99)","LYJ(98)",0,0
"KKH(99)","LWH(98)",0,0
"KKH(99)","LYS(97)",0,0
"KKH(99)","LIH(94)",0,0
"KKH(99)","LJH(97)",0,0
"KKH(99)","LJM(98)",0,0
"KKH(99)","LJY(97)",0,0
"KKH(99)","LJA(00)",0,0
"KKH(99)","LCH(95)",0,0
"KKH(99)","LHW(92)",0,0
"KKH(99)","LHH(93)",0,0
"KKH(99)","JMK(98)",0,0
"KKH(99)","JSH(94)",0,0
"KKH(99)","JJH(92)",0,0
"KKH(99)","JYW(94)",0,0
"KKH(99)","JYK(93)",0,0
"KKH(99)","JYL(98)",0,0
"KKH(99)","JJY(92)",0,0
"KKH(99)","JJK(98)",0,0
"KKH(99)","JMY(98)",0,0
"KKH(99)","JYN(96)",0,0
"KKH(99)","JYW(92)",0,0
"KKH(99)","JSM(98)",0,0
"KKH(99)","CNG(99)",0,0
"KKH(99)","CSB(98)",0,0
"KKH(99)","CJI(94)",0,0
"KKH(99)","HEG(97)",0,0
"KMG(94)","BHJ(99)",0,0
"KMG(94)","CSH(93)",0,0
"KMG(94)","EDH(95)",0,0
"KMG(94)","HHM(95)",0,0
"KMG(94)","HWM(95)",0,0
"KMG(94)","JCG(98)",0,0
"KMG(94)","JDH(94)",0,0
"KMG(94)","JEJ(95)",0,0
"KMG(94)","JHJ(99)",0,0
"KMG(94)","JYG(96)",0,0
"KMG(94)","JYJ(94)",0,0
"KMG(94)","JYJ(95)",0,0
"KMG(94)","KDK(99)",0,0
"KMG(94)","KGP(94)",0,0
"KMG(94)","KHJ(98)",0,0
"KMG(94)","KHS(98)",0,0
"KMG(94)","KJH(96)",0,0
"KMG(94)","KJH(99)",0,0
"KMG(94)","KMS(99)",0,0
"KMG(94)","KSH(99)",0,0
"KMG(94)","KSJ(94)",0,0
"KMG(94)","LGC(94)",0,0
"KMG(94)","LGS(99)",0,0
"KMG(94)","LJH(94)",0,0
"KMG(94)","PJY(95)",0,0
"KMG(94)","PKT(95)",0,0
"KMG(94)","RSW(96)",0,0
"KMG(94)","RSW(98)",0,0
"KMG(94)","SHS(98)",0,0
"KMG(94)","SJE(99)",0,0
"KMG(94)","SJY(98)",0,0
"KMG(94)","SSH(96)",0,0
"KMG(94)","SYS(99)",0,0
"KMG(94)","UDH(95)",0,0
"KMG(94)","YHW(98)",0,0
"KMG(94)","YJE(97)",0,0
"KMG(94)","YJW(99)",0,0
"KMG(94)","YSH(99)",0,0
"KMG(94)","YSHH(99)",0,0
"KMG(94)","KES(94)",0,0
"KMG(94)","KSY(98)",0,0
"KMG(94)","KSH(98)",0,0
"KMG(94)","KYH(94)",0,0
"KMG(94)","KYS(99)",0,0
"KMG(94)","KKH(99)",0,0
"KMG(94)","KKH(95)",0,0
"KMG(94)","KKB(93)",0,0
"KMG(94)","KDY(98)",0,0
"KMG(94)","KDH(97)",0,0
"KMG(94)","KDG(99)",0,0
"KMG(94)","KMG(94)",0,0
"KMG(94)","KMT(99)",0,0
"KMG(94)","KSJ(99)",0,0
"KMG(94)","KSY(98)",0,0
"KMG(94)","KSY(96)",0,0
"KMG(94)","KSJ(93)",0,0
"KMG(94)","KSH(99)",0,0
"KMG(94)","KYB(99)",0,0
"KMG(94)","KJH(98)",0,0
"KMG(94)","KJB(93)",3,1
"KMG(94)","KJS(92)",0,0
"KMG(94)","KJH(98)",0,0
"KMG(94)","KJSS(92)",0,0
"KMG(94)","KPU(98)",0,0
"KMG(94)","KHN(94)",1,1
"KMG(94)","KHJ(94)",0,0
"KMG(94)","NMR(97)",0,0
"KMG(94)","NSJ(99)",0,0
"KMG(94)","MJU(99)",0,0
"KMG(94)","MSJ(93)",0,0
"KMG(94)","PSU(93)",0,0
"KMG(94)","PSJ(95)",0,0
"KMG(94)","PSO(94)",0,0
"KMG(94)","PYJ(97)",0,0
"KMG(94)","POG(93)",0,0
"KMG(94)","PEB(95)",0,0
"KMG(94)","PJM(94)",0,0
"KMG(94)","PHY(99)",0,0
"KMG(94)","PHJ(99)",0,0
"KMG(94)","BYJ(99)",0,0
"KMG(94)","BOG(98)",0,0
"KMG(94)","SSM(98)",0,0
"KMG(94)","SHS(99)",0,0
"KMG(94)","SDS(92)",0,0
"KMG(94)","SSY(97)",0,0
"KMG(94)","SJEE(99)",0,0
"KMG(94)","SH(96)",0,0
"KMG(94)","SYJ(97)",0,0
"KMG(94)","AMJ(99)",0,0
"KMG(94)","ASH(99)",0,0
"KMG(94)","OSJ(98)",0,0
"KMG(94)","OSH(99)",0,0
"KMG(94)","OSM(98)",0,0
"KMG(94)","OJY(98)",0,0
"KMG(94)","OSJ(97)",0,0
"KMG(94)","YMS(99)",0,0
"KMG(94)","YYH(93)",0,0
"KMG(94)","YHJ(96)",0,0
"KMG(94)","YSH(99)",0,0
"KMG(94)","YAR(97)",0,0
"KMG(94)","LKC(93)",0,0
"KMG(94)","LDY(99)",0,0
"KMG(94)","LDJ(93)",0,0
"KMG(94)","LSH(99)",0,0
"KMG(94)","LSJ(94)",0,0
"KMG(94)","LYJ(98)",0,0
"KMG(94)","LWH(98)",0,0
"KMG(94)","LYS(97)",0,0
"KMG(94)","LIH(94)",0,0
"KMG(94)","LJH(97)",0,0
"KMG(94)","LJM(98)",0,0
"KMG(94)","LJY(97)",0,0
"KMG(94)","LJA(00)",0,0
"KMG(94)","LCH(95)",0,0
"KMG(94)","LHW(92)",0,0
"KMG(94)","LHH(93)",0,0
"KMG(94)","JMK(98)",0,0
"KMG(94)","JSH(94)",0,0
"KMG(94)","JJH(92)",0,0
"KMG(94)","JYW(94)",0,0
"KMG(94)","JYK(93)",0,0
"KMG(94)","JYL(98)",0,0
"KMG(94)","JJY(92)",0,0
"KMG(94)","JJK(98)",0,0
"KMG(94)","JMY(98)",0,0
"KMG(94)","JYN(96)",0,0
"KMG(94)","JYW(92)",0,0
"KMG(94)","JSM(98)",2,1
"KMG(94)","CNG(99)",0,0
"KMG(94)","CSB(98)",0,0
"KMG(94)","CJI(94)",0,0
"KMG(94)","HEG(97)",0,0
"KMT(99)","BHJ(99)",0,0
"KMT(99)","CSH(93)",0,0
"KMT(99)","EDH(95)",0,0
"KMT(99)","HHM(95)",0,0
"KMT(99)","HWM(95)",0,0
"KMT(99)","JCG(98)",0,0
"KMT(99)","JDH(94)",0,0
"KMT(99)","JEJ(95)",0,0
"KMT(99)","JHJ(99)",0,0
"KMT(99)","JYG(96)",0,0
"KMT(99)","JYJ(94)",0,0
"KMT(99)","JYJ(95)",0,0
"KMT(99)","KDK(99)",0,0
"KMT(99)","KGP(94)",0,0
"KMT(99)","KHJ(98)",0,0
"KMT(99)","KHS(98)",0,0
"KMT(99)","KJH(96)",0,0
"KMT(99)","KJH(99)",0,0
"KMT(99)","KMS(99)",0,0
"KMT(99)","KSH(99)",0,0
"KMT(99)","KSJ(94)",0,0
"KMT(99)","LGC(94)",0,0
"KMT(99)","LGS(99)",0,0
"KMT(99)","LJH(94)",0,0
"KMT(99)","PJY(95)",0,0
"KMT(99)","PKT(95)",0,0
"KMT(99)","RSW(96)",0,0
"KMT(99)","RSW(98)",0,0
"KMT(99)","SHS(98)",0,0
"KMT(99)","SJE(99)",0,0
"KMT(99)","SJY(98)",0,0
"KMT(99)","SSH(96)",0,0
"KMT(99)","SYS(99)",0,0
"KMT(99)","UDH(95)",0,0
"KMT(99)","YHW(98)",0,0
"KMT(99)","YJE(97)",0,0
"KMT(99)","YJW(99)",0,0
"KMT(99)","YSH(99)",0,0
"KMT(99)","YSHH(99)",0,0
"KMT(99)","KES(94)",0,0
"KMT(99)","KSY(98)",0,0
"KMT(99)","KSH(98)",0,0
"KMT(99)","KYH(94)",0,0
"KMT(99)","KYS(99)",0,0
"KMT(99)","KKH(99)",1,1
"KMT(99)","KKH(95)",0,0
"KMT(99)","KKB(93)",0,0
"KMT(99)","KDY(98)",0,0
"KMT(99)","KDH(97)",0,0
"KMT(99)","KDG(99)",0,0
"KMT(99)","KMG(94)",0,0
"KMT(99)","KMT(99)",0,0
"KMT(99)","KSJ(99)",0,0
"KMT(99)","KSY(98)",0,0
"KMT(99)","KSY(96)",0,0
"KMT(99)","KSJ(93)",0,0
"KMT(99)","KSH(99)",0,0
"KMT(99)","KYB(99)",0,0
"KMT(99)","KJH(98)",0,0
"KMT(99)","KJB(93)",0,0
"KMT(99)","KJS(92)",0,0
"KMT(99)","KJH(98)",0,0
"KMT(99)","KJSS(92)",0,0
"KMT(99)","KPU(98)",0,0
"KMT(99)","KHN(94)",0,0
"KMT(99)","KHJ(94)",0,0
"KMT(99)","NMR(97)",0,0
"KMT(99)","NSJ(99)",2,1
"KMT(99)","MJU(99)",0,0
"KMT(99)","MSJ(93)",0,0
"KMT(99)","PSU(93)",0,0
"KMT(99)","PSJ(95)",0,0
"KMT(99)","PSO(94)",0,0
"KMT(99)","PYJ(97)",0,0
"KMT(99)","POG(93)",0,0
"KMT(99)","PEB(95)",0,0
"KMT(99)","PJM(94)",0,0
"KMT(99)","PHY(99)",0,0
"KMT(99)","PHJ(99)",0,0
"KMT(99)","BYJ(99)",0,0
"KMT(99)","BOG(98)",0,0
"KMT(99)","SSM(98)",0,0
"KMT(99)","SHS(99)",0,0
"KMT(99)","SDS(92)",0,0
"KMT(99)","SSY(97)",0,0
"KMT(99)","SJEE(99)",0,0
"KMT(99)","SH(96)",0,0
"KMT(99)","SYJ(97)",0,0
"KMT(99)","AMJ(99)",0,0
"KMT(99)","ASH(99)",0,0
"KMT(99)","OSJ(98)",0,0
"KMT(99)","OSH(99)",0,0
"KMT(99)","OSM(98)",0,0
"KMT(99)","OJY(98)",0,0
"KMT(99)","OSJ(97)",0,0
"KMT(99)","YMS(99)",3,1
"KMT(99)","YYH(93)",0,0
"KMT(99)","YHJ(96)",0,0
"KMT(99)","YSH(99)",0,0
"KMT(99)","YAR(97)",0,0
"KMT(99)","LKC(93)",0,0
"KMT(99)","LDY(99)",0,0
"KMT(99)","LDJ(93)",0,0
"KMT(99)","LSH(99)",1,1
"KMT(99)","LSJ(94)",0,0
"KMT(99)","LYJ(98)",0,0
"KMT(99)","LWH(98)",0,0
"KMT(99)","LYS(97)",0,0
"KMT(99)","LIH(94)",0,0
"KMT(99)","LJH(97)",0,0
"KMT(99)","LJM(98)",0,0
"KMT(99)","LJY(97)",0,0
"KMT(99)","LJA(00)",0,0
"KMT(99)","LCH(95)",0,0
"KMT(99)","LHW(92)",0,0
"KMT(99)","LHH(93)",0,0
"KMT(99)","JMK(98)",0,0
"KMT(99)","JSH(94)",0,0
"KMT(99)","JJH(92)",0,0
"KMT(99)","JYW(94)",0,0
"KMT(99)","JYK(93)",0,0
"KMT(99)","JYL(98)",0,0
"KMT(99)","JJY(92)",0,0
"KMT(99)","JJK(98)",0,0
"KMT(99)","JMY(98)",0,0
"KMT(99)","JYN(96)",0,0
"KMT(99)","JYW(92)",0,0
"KMT(99)","JSM(98)",0,0
"KMT(99)","CNG(99)",0,0
"KMT(99)","CSB(98)",0,0
"KMT(99)","CJI(94)",0,0
"KMT(99)","HEG(97)",0,0
"KSY(96)","BHJ(99)",0,0
"KSY(96)","CSH(93)",0,0
"KSY(96)","EDH(95)",0,0
"KSY(96)","HHM(95)",0,0
"KSY(96)","HWM(95)",0,0
"KSY(96)","JCG(98)",0,0
"KSY(96)","JDH(94)",0,0
"KSY(96)","JEJ(95)",0,0
"KSY(96)","JHJ(99)",0,0
"KSY(96)","JYG(96)",0,0
"KSY(96)","JYJ(94)",0,0
"KSY(96)","JYJ(95)",0,0
"KSY(96)","KDK(99)",0,0
"KSY(96)","KGP(94)",0,0
"KSY(96)","KHJ(98)",0,0
"KSY(96)","KHS(98)",0,0
"KSY(96)","KJH(96)",0,0
"KSY(96)","KJH(99)",0,0
"KSY(96)","KMS(99)",0,0
"KSY(96)","KSH(99)",0,0
"KSY(96)","KSJ(94)",0,0
"KSY(96)","LGC(94)",0,0
"KSY(96)","LGS(99)",0,0
"KSY(96)","LJH(94)",0,0
"KSY(96)","PJY(95)",0,0
"KSY(96)","PKT(95)",0,0
"KSY(96)","RSW(96)",0,0
"KSY(96)","RSW(98)",0,0
"KSY(96)","SHS(98)",0,0
"KSY(96)","SJE(99)",0,0
"KSY(96)","SJY(98)",0,0
"KSY(96)","SSH(96)",0,0
"KSY(96)","SYS(99)",0,0
"KSY(96)","UDH(95)",0,0
"KSY(96)","YHW(98)",4,1
"KSY(96)","YJE(97)",0,0
"KSY(96)","YJW(99)",0,0
"KSY(96)","YSH(99)",0,0
"KSY(96)","YSHH(99)",0,0
"KSY(96)","KES(94)",0,0
"KSY(96)","KSY(98)",0,0
"KSY(96)","KSH(98)",0,0
"KSY(96)","KYH(94)",3,1
"KSY(96)","KYS(99)",0,0
"KSY(96)","KKH(99)",0,0
"KSY(96)","KKH(95)",0,0
"KSY(96)","KKB(93)",0,0
"KSY(96)","KDY(98)",0,0
"KSY(96)","KDH(97)",0,0
"KSY(96)","KDG(99)",0,0
"KSY(96)","KMG(94)",0,0
"KSY(96)","KMT(99)",0,0
"KSY(96)","KSJ(99)",0,0
"KSY(96)","KSY(98)",0,0
"KSY(96)","KSY(96)",0,0
"KSY(96)","KSJ(93)",0,0
"KSY(96)","KSH(99)",0,0
"KSY(96)","KYB(99)",0,0
"KSY(96)","KJH(98)",0,0
"KSY(96)","KJB(93)",0,0
"KSY(96)","KJS(92)",0,0
"KSY(96)","KJH(98)",0,0
"KSY(96)","KJSS(92)",0,0
"KSY(96)","KPU(98)",1,1
"KSY(96)","KHN(94)",0,0
"KSY(96)","KHJ(94)",0,0
"KSY(96)","NMR(97)",0,0
"KSY(96)","NSJ(99)",0,0
"KSY(96)","MJU(99)",0,0
"KSY(96)","MSJ(93)",0,0
"KSY(96)","PSU(93)",0,0
"KSY(96)","PSJ(95)",0,0
"KSY(96)","PSO(94)",0,0
"KSY(96)","PYJ(97)",0,0
"KSY(96)","POG(93)",0,0
"KSY(96)","PEB(95)",4,1
"KSY(96)","PJM(94)",0,0
"KSY(96)","PHY(99)",0,0
"KSY(96)","PHJ(99)",0,0
"KSY(96)","BYJ(99)",0,0
